"CUST_ID","LAST_NAME","FIRST_NAME","STREET_ADDRESS","POSTAL_CODE","CITY_ID","CITY","STATE_PROVINCE_ID","STATE_PROVINCE","COUNTRY_ID","COUNTRY","CONTINENT_ID","CONTINENT","AGE","COMMUTE_DISTANCE","CREDIT_BALANCE","EDUCATION","EMAIL","FULL_TIME","GENDER","HOUSEHOLD_SIZE","INCOME","INCOME_LEVEL","INSUFF_FUNDS_INCIDENTS","JOB_TYPE","LATE_MORT_RENT_PMTS","MARITAL_STATUS","MORTGAGE_AMT","NUM_CARS","NUM_MORTGAGES","PET","PROMOTION_RESPONSE","RENT_OWN","SEG","WORK_EXPERIENCE","YRS_CURRENT_EMPLOYER","YRS_CUSTOMER","YRS_RESIDENCE","ADDRESS_POINT","COUNTRY_CODE","USERNAME"
4221,"Del Noce","Bhalli","44 LEBANON PARK","TW1 3",24440,"TWICKENHAM",1113,"",129,"United Kingdom",14,"Europe",32,15,159,"Bachelors","Bhalli.Del Noce@oraclemail.com","Yes","Female",1,72240,"D: 70,000 - 89,999",0,"Sales",0,"S",152000,1,1,"Other",0,"Own",5,2,2,4,4,oracle.sql.STRUCT@1be6f97e,"GB","guest2655"
4222,"Reni","Brahmagandha","","BT31 9",11667,"CASTLEWELLAN",1113,"",129,"United Kingdom",14,"Europe",50,21,84,"Bachelors","Brahmagandha.Reni@oraclemail.com","Yes","Male",5,61993,"C: 50,000 - 69,999",0,"Skilled",1,"M",80000,2,2,"Dog",0,"Own",6,16,9,6,18,oracle.sql.STRUCT@455ca83d,"GB","guest2233"
4223,"Renouard","Vahtan","41 STREATHAM HIGH ROAD","SW16 1",57358,"SW16",1113,"",129,"United Kingdom",14,"Europe",54,19,188,"Associates","Vahtan.Renouard@oraclemail.com","Yes","Male",1,59148,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",6,12,6,5,17,oracle.sql.STRUCT@45af61ea,"GB","guest1093"
4224,"Maynard","Nadeen","2 FITZWILLIAM STREET","LN12 1",82247,"MABLETHORPE",1113,"",129,"United Kingdom",14,"Europe",40,17,323,"Doctorate","Nadeen.Maynard@oraclemail.com","Yes","Female",4,116141,"F: 110,000 - 129,999",0,"Scientific",0,"S",400000,2,2,"Unknown",0,"Own",7,3,3,8,12,oracle.sql.STRUCT@1ec0a803,"GB","guest3652"
4225,"Holloway","Trent","1714 21st St ","90404-3917",49549,"Santa Monica",1134,"California",102,"United States",11,"North America",28,9,57,"Doctorate","Trent.Holloway@oraclemail.com","No","Male",5,79677,"D: 70,000 - 89,999",1,"Professional",2,"M",0,1,0,"Other",0,"Rent",3,8,3,4,3,oracle.sql.STRUCT@32418fac,"US","guest4302"
4226,"Pingirian","Janya","8 BURTON STREET","LE11 2",37317,"LOUGHBOROUGH",1113,"",129,"United Kingdom",14,"Europe",63,11,398,"Doctorate","Janya.Pingirian@oraclemail.com","Yes","Male",3,94271,"E: 90,000 - 109,999",0,"Labor",0,"S",0,1,0,"Unknown",0,"Rent",9,8,8,12,6,oracle.sql.STRUCT@12fcc499,"GB","guest1919"
4227,"Alloncle","Nikki","","BT41 1",24508,"ANTRIM",1113,"",129,"United Kingdom",14,"Europe",41,0,106,"Masters","Nikki.Alloncle@oraclemail.com","","Female",3,106510,"E: 90,000 - 109,999",0,"Business",0,"M",230000,2,2,"Unknown",0,"Own",7,22,,4,14,oracle.sql.STRUCT@2ce2571d,"GB","guest1624"
4228,"Feynman","Chinna","21 LOUDOUN STREET","KA5 5",24454,"MAUCHLINE",1113,"",129,"United Kingdom",14,"Europe",26,20,58,"Masters","Chinna.Feynman@oraclemail.com","Yes","Female",1,102588,"E: 90,000 - 109,999",0,"Labor",0,"S",176000,1,1,"Other",0,"Own",5,7,2,2,2,oracle.sql.STRUCT@37797232,"GB","guest2958"
4229,"Senapati","Bhrigu","CLUB LANE","HX2 8",55303,"OVENDEN",1113,"",129,"United Kingdom",14,"Europe",39,7,301,"Masters","Bhrigu.Senapati@oraclemail.com","Yes","Female",2,70578,"D: 70,000 - 89,999",1,"Professional",1,"S",188000,1,1,"Other",0,"Own",5,12,4,2,1,oracle.sql.STRUCT@9fbb79e,"GB","guest4653"
4230,"Tarasova","Berkan","22 HUMBERSTONE GATE","LE1 3",57358,"LEICESTER",1113,"",129,"United Kingdom",14,"Europe",54,10,67,"Masters","Berkan.Tarasova@oraclemail.com","Yes","Male",1,109736,"E: 90,000 - 109,999",0,"Labor",0,"S",0,1,0,"Unknown",0,"Rent",6,8,2,1,11,oracle.sql.STRUCT@7dd76234,"GB","guest1491"
4231,"Beybutian","Menaka","","CV34 5",81161,"WARWICK",1113,"",129,"United Kingdom",14,"Europe",49,12,363,"Bachelors","Menaka.Beybutian@oraclemail.com","Yes","Female",4,68354,"C: 50,000 - 69,999",0,"Business",3,"S",140000,2,2,"Unknown",0,"Own",7,3,3,4,18,oracle.sql.STRUCT@4333982c,"GB","guest1960"
4232,"Maminot","Carla","20 GREAT PORTLAND STREET","W1W 8",70484,"W1",1113,"",129,"United Kingdom",14,"Europe",74,-1,47,"Doctorate","Carla.Maminot@oraclemail.com","","Female",1,53711,"C: 50,000 - 69,999",0,"Sales",0,"S",0,1,0,"Other",0,"Own",10,18,,12,2,oracle.sql.STRUCT@3fa79a9a,"GB","guest2952"
4233,"Yoshida","Misaki","","",99729,"Honden",1112,"Tokyo",128,"Japan",16,"Asia",35,6,359,"Associates","Misaki.Yoshida@oraclemail.com","No","Female",3,68893,"C: 50,000 - 69,999",0,"Business",2,"S",164000,1,1,"Cat",0,"Own",5,12,3,3,3,oracle.sql.STRUCT@6b349db7,"JP","guest2296"
4234,"Haarhuis","Chandrakanta","PINGLE DRIVE","OX26 6",96500,"BICESTER",1113,"",129,"United Kingdom",14,"Europe",22,4,1185,"Associates","Chandrakanta.Haarhuis@oraclemail.com","Yes","Female",5,29901,"A: Below 30,000",1,"Business",5,"M",0,2,0,"Other",0,"Rent",3,2,2,2,3,oracle.sql.STRUCT@2db48427,"GB","guest3811"
4235,"Maresca","Anudrutta","DOWN STREET","BT74 7",24509,"ENNISKILLEN",1113,"",129,"United Kingdom",14,"Europe",53,1,32,"Associates","Anudrutta.Maresca@oraclemail.com","Yes","Male",4,49154,"B: 30,000 - 49,999",0,"Clerical",0,"M",0,1,0,"Unknown",0,"Rent",6,2,2,3,17,oracle.sql.STRUCT@72999b45,"GB","guest3676"
4236,"Yamada","Kaito","","",73474,"Sakai",1112,"Tokyo",128,"Japan",16,"Asia",51,21,468,"LessThanHS","Kaito.Yamada@oraclemail.com","Yes","Male",1,55964,"C: 50,000 - 69,999",0,"Labor",2,"S",0,1,0,"Unknown",0,"Rent",6,4,2,9,15,oracle.sql.STRUCT@71e9acc6,"JP","guest1936"
4237,"Frielinghaus","Brant","10 SHIPQUAY STREET","BT48 6",11815,"LONDONDERRY",1113,"",129,"United Kingdom",14,"Europe",78,-1,93,"Bachelors","Brant.Frielinghaus@oraclemail.com","","Male",1,103420,"E: 90,000 - 109,999",0,"Professional",0,"S",0,1,0,"Cat",0,"Own",10,24,,7,7,oracle.sql.STRUCT@3e7f5e69,"GB","guest4568"
4238,"Partizpanian","Macy","33 DUNGANNON ROAD","BT71 4",11749,"COALISLAND",1113,"",129,"United Kingdom",14,"Europe",23,21,173,"Doctorate","Macy.Partizpanian@oraclemail.com","Yes","Female",1,101898,"E: 90,000 - 109,999",0,"Business",0,"S",164000,1,1,"Other",0,"Own",5,3,3,6,3,oracle.sql.STRUCT@37e3703d,"GB","guest3773"
4239,"Veldkamp","Frauke","WALTON STREET","OX2 6",11715,"OXFORD",1113,"",129,"United Kingdom",14,"Europe",19,0,0,"LessThanHS","Frauke.Veldkamp@oraclemail.com","No","Female",6,5158,"A: Below 30,000",0,"Business",0,"S",0,0,0,"Cat",0,"",1,5,0,2,19,oracle.sql.STRUCT@91e8637,"GB","guest3129"
4240,"Khacherian","Digbhraja","130 LORD STREET","PR9 0",11799,"SOUTHPORT",1113,"",129,"United Kingdom",14,"Europe",73,-1,58,"Masters","Digbhraja.Khacherian@oraclemail.com","","Male",1,79682,"D: 70,000 - 89,999",0,"Sales",0,"S",0,1,0,"Unknown",0,"Own",10,32,,17,7,oracle.sql.STRUCT@35ad844e,"GB","guest2156"
4241,"Crosby","Kari","3200 Race Street","19106",49324,"Philadelphia",1052,"Pennsylvania",102,"United States",11,"North America",60,0,396,"LessThanHS","Kari.Crosby@oraclemail.com","No","Female",1,59275,"C: 50,000 - 69,999",0,"Services",0,"S",0,0,0,"Unknown",0,"Rent",9,30,9,4,5,oracle.sql.STRUCT@71e50884,"US","guest2920"
4242,"Aloyan","Nai-Jian","","",78234,"Al Hani",1053,"Ar Riyad",149,"Saudi Arabia",16,"Asia",58,0,300,"LessThanHS","Nai-Jian.Aloyan@oraclemail.com","No","Female",1,17442,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,9,9,8,3,oracle.sql.STRUCT@5dabfc1d,"SA","guest2964"
4243,"Geng","Liriene","","",65191,"Retiro da Contagem",1167,"Minas Gerais",112,"Brazil",13,"South America",49,1,286,"High School","Liriene.Geng@oraclemail.com","Yes","Female",6,6432,"A: Below 30,000",1,"Labor",2,"M",0,2,0,"Unknown",0,"Rent",7,18,5,3,19,oracle.sql.STRUCT@20f9e6a1,"BR","guest2037"
4244,"Kirygin","Jogu","","",89089,"Santa Rita de Ouro Preto",1167,"Minas Gerais",112,"Brazil",13,"South America",26,-1,216,"LessThanHS","Jogu.Kirygin@oraclemail.com","","Female",3,11414,"A: Below 30,000",3,"Business",3,"M",0,2,0,"Other",0,"Rent",3,4,,5,1,oracle.sql.STRUCT@79af9904,"BR","guest4546"
4245,"Hayes","Naomi","151 Laurel Avenue","11768",89925,"Northport",1079,"New York",102,"United States",11,"North America",22,5,155,"Doctorate","Naomi.Hayes@oraclemail.com","Yes","Female",1,74600,"D: 70,000 - 89,999",0,"Scientific",0,"S",0,1,0,"Unknown",0,"Rent",5,1,1,3,3,oracle.sql.STRUCT@20570f9d,"US","guest4147"
4246,"Lucas","Jerold","1490 Franklin Ave","11501",10216,"Mineola",1079,"New York",102,"United States",11,"North America",26,2,508,"Bachelors","Jerold.Lucas@oraclemail.com","No","Male",3,46186,"B: 30,000 - 49,999",3,"Labor",3,"M",0,1,0,"Other",0,"Rent",3,2,1,2,1,oracle.sql.STRUCT@221e449e,"US","guest4562"
4247,"Pena","May","365 5th Ave ","10022",35726,"New York",1079,"New York",102,"United States",11,"North America",51,6,240,"LessThanHS","May.Pena@oraclemail.com","Yes","Female",5,11494,"A: Below 30,000",0,"Business",1,"M",500000,1,2,"Other",0,"Own",7,14,4,6,18,oracle.sql.STRUCT@4d3d7292,"US","guest4494"
4248,"Vroeman","Delmar","","",22936,"Porto do Padeiro",1135,"Sao Paulo",112,"Brazil",13,"South America",45,11,492,"LessThanHS","Delmar.Vroeman@oraclemail.com","Yes","Male",1,15698,"A: Below 30,000",0,"Professional",2,"S",0,1,0,"Unknown",0,"Rent",6,12,7,1,15,oracle.sql.STRUCT@48dfa588,"BR","guest2438"
4249,"Lalitha","Dinaprabha","","",22936,"Porto do Padeiro",1135,"Sao Paulo",112,"Brazil",13,"South America",31,-1,306,"LessThanHS","Dinaprabha.Lalitha@oraclemail.com","","Female",3,15742,"A: Below 30,000",3,"Business",3,"M",250000,2,1,"Other",0,"Own",3,10,,5,5,oracle.sql.STRUCT@50ec70e9,"BR","guest4012"
4250,"Gridharan","Khaled","","",95636,"Curitbanos",1135,"Sao Paulo",112,"Brazil",13,"South America",79,-1,151,"High School","Khaled.Gridharan@oraclemail.com","","Male",1,549,"A: Below 30,000",0,"Labor",0,"S",0,1,0,"Other",0,"Own",10,51,,20,39,oracle.sql.STRUCT@86e4de,"BR","guest4651"
4251,"Schmidinger","Gusana","","",22919,"Rio Grande da Serra",1135,"Sao Paulo",112,"Brazil",13,"South America",72,-1,175,"Masters","Gusana.Schmidinger@oraclemail.com","","Male",2,54098,"C: 50,000 - 69,999",0,"Professional",0,"M",0,1,0,"Unknown",0,"Own",10,14,,1,1,oracle.sql.STRUCT@2689bfbe,"BR","guest2590"
4252,"Bryant","Kakunda","","",84465,"Iztapalapa",1110,"Distrito Federal",101,"Mexico",11,"North America",77,-1,197,"Associates","Kakunda.Bryant@oraclemail.com","","Male",2,51355,"C: 50,000 - 69,999",0,"Business",0,"M",0,1,0,"Cat",0,"Own",10,48,,7,7,oracle.sql.STRUCT@134fad02,"MX","guest3449"
4253,"Sperafico","Mariette","","",10266,"Vinhedo",1135,"Sao Paulo",112,"Brazil",13,"South America",78,-1,33,"LessThanHS","Mariette.Sperafico@oraclemail.com","","Female",2,11535,"A: Below 30,000",0,"Skilled",0,"M",0,2,0,"Other",0,"Own",10,12,,12,2,oracle.sql.STRUCT@2097fcba,"BR","guest4355"
4254,"King","Diann","","",35796,"Sao Vicente",1135,"Sao Paulo",112,"Brazil",13,"South America",49,4,145,"Masters","Diann.King@oraclemail.com","No","Female",1,32870,"B: 30,000 - 49,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",7,11,2,5,19,oracle.sql.STRUCT@17805c62,"BR","guest1025"
4255,"Basalini","Hien","","",76085,"Cajamar",1135,"Sao Paulo",112,"Brazil",13,"South America",70,-1,119,"Associates","Hien.Basalini@oraclemail.com","","Male",1,16351,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"Own",10,2,,20,10,oracle.sql.STRUCT@7c9f6563,"BR","guest4024"
4256,"Labour¿","Chang-Yong","","",98316,"Lajeado do Salto",1135,"Sao Paulo",112,"Brazil",13,"South America",36,9,249,"LessThanHS","Chang-Yong.Labour¿@oraclemail.com","No","Male",3,26912,"A: Below 30,000",0,"Business",0,"M",0,1,0,"Unknown",0,"Rent",3,11,7,5,5,oracle.sql.STRUCT@12d6f04f,"BR","guest4663"
4257,"De Voe","Collins","","",10248,"Indaiatuba",1135,"Sao Paulo",112,"Brazil",13,"South America",27,10,676,"LessThanHS","Collins.De Voe@oraclemail.com","No","Male",3,12783,"A: Below 30,000",1,"Labor",3,"M",0,2,0,"Other",0,"Rent",3,3,1,2,1,oracle.sql.STRUCT@dbbac83,"BR","guest3256"
4258,"Dombrecht","Sagirah","","",22935,"Juquitiba",1135,"Sao Paulo",112,"Brazil",13,"South America",67,4,192,"Masters","Sagirah.Dombrecht@oraclemail.com","No","Female",1,54128,"C: 50,000 - 69,999",0,"Services",0,"S",0,1,0,"Unknown",0,"Rent",9,14,2,2,7,oracle.sql.STRUCT@18cd821a,"BR","guest2818"
4259,"Sreenivas","Hararvarupa","","",91298,"Praia de Sao Lourenco",1135,"Sao Paulo",112,"Brazil",13,"South America",47,11,44,"Associates","Hararvarupa.Sreenivas@oraclemail.com","Yes","Female",4,20640,"A: Below 30,000",2,"Business",3,"S",410000,2,2,"Other",0,"Own",7,21,6,8,20,oracle.sql.STRUCT@1ffe481d,"BR","guest1843"
4260,"Partamian","Bindumati","","",87295,"Sugi",1024,"Singapore",113,"Singapore",16,"Asia",29,8,976,"Masters","Bindumati.Partamian@oraclemail.com","No","Female",4,62476,"C: 50,000 - 69,999",2,"Clerical",4,"M",0,2,0,"Unknown",0,"Rent",3,6,3,4,2,oracle.sql.STRUCT@3a0f8725,"SG","guest3287"
4261,"Jenkins","Maryellen","1600 E Jefferson St","98122",111032,"Seattle",1092,"Washington",102,"United States",11,"North America",48,1,478,"High School","Maryellen.Jenkins@oraclemail.com","No","Female",3,38187,"B: 30,000 - 49,999",1,"Business",1,"M",490000,2,2,"Dog",0,"Own",7,12,1,6,16,oracle.sql.STRUCT@6a00eb53,"US","guest3876"
4262,"Hoern","Golaki","","",39101,"Cambridge",1168,"Ontario",161,"Canada",11,"North America",55,14,161,"Doctorate","Golaki.Hoern@oraclemail.com","Yes","Male",3,25712,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",9,14,14,9,12,oracle.sql.STRUCT@1ea9795b,"CA","guest1541"
4263,"Cigala","Emma","","",72381,"Keswick",1168,"Ontario",161,"Canada",11,"North America",73,-1,143,"Doctorate","Emma.Cigala@oraclemail.com","","Female",2,89828,"D: 70,000 - 89,999",0,"Business",0,"M",0,2,0,"Other",0,"Own",10,11,,12,2,oracle.sql.STRUCT@737a7433,"CA","guest3621"
4264,"Ggzirian","Rosalyn","","",26125,"Bowmanville",1168,"Ontario",161,"Canada",11,"North America",65,1,229,"Masters","Rosalyn.Ggzirian@oraclemail.com","Yes","Female",2,119317,"F: 110,000 - 129,999",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",9,19,10,5,8,oracle.sql.STRUCT@350af3d6,"CA","guest1734"
4265,"Stauber","Harrison","","",85861,"Kampong Seri Lalang",1024,"Singapore",113,"Singapore",16,"Asia",61,13,103,"High School","Harrison.Stauber@oraclemail.com","Yes","Male",2,52784,"C: 50,000 - 69,999",0,"Sales",0,"S",0,1,0,"Unknown",0,"Rent",9,7,7,6,8,oracle.sql.STRUCT@58bdcc57,"SG","guest1998"
4266,"Holden","Lou","1565 W Mockingbird Ln Ste 500","75207-2509",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",18,2,0,"LessThanHS","Lou.Holden@oraclemail.com","No","Female",3,27401,"A: Below 30,000",0,"Sales",0,"S",0,0,0,"Unknown",0,"",1,2,2,0,18,oracle.sql.STRUCT@d0b05ba,"US","guest2230"
4267,"Hobbs","Jermaine","13601 Preston Rd Ste 500 E","75240",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",60,4,220,"Masters","Jermaine.Hobbs@oraclemail.com","No","Male",2,114725,"F: 110,000 - 129,999",1,"Professional",1,"S",190000,1,1,"Unknown",0,"Own",9,21,21,5,1,oracle.sql.STRUCT@2df023c4,"US","guest1519"
4268,"Saldanha","Amba","","",77373,"Paud",1001,"Maharashtra",127,"India",16,"Asia",31,0,367,"Masters","Amba.Saldanha@oraclemail.com","No","Female",2,28268,"A: Below 30,000",0,"Sales",1,"S",0,1,0,"Unknown",0,"Rent",5,1,1,5,4,oracle.sql.STRUCT@4f86e1ef,"IN","guest3678"
4269,"Ferguson","Patrice","2721 Municipal St","75215",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",75,-1,182,"Doctorate","Patrice.Ferguson@oraclemail.com","","Female",2,87433,"D: 70,000 - 89,999",0,"Professional",0,"M",0,1,0,"Cat",0,"Own",10,57,,15,5,oracle.sql.STRUCT@79ef433c,"US","guest4648"
4270,"Gobbi","Zhanna","","",75696,"Port Credit",1168,"Ontario",161,"Canada",11,"North America",17,-1,0,"LessThanHS","Zhanna.Gobbi@oraclemail.com","","Female",2,10327,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Dog",0,"",1,2,,1,17,oracle.sql.STRUCT@2c1caf6e,"CA","guest1212"
4271,"Jayantilal","Cintaratna","","",57381,"Surul",1001,"Maharashtra",127,"India",16,"Asia",45,13,478,"Masters","Cintaratna.Jayantilal@oraclemail.com","Yes","Male",1,28820,"A: Below 30,000",1,"Services",2,"S",0,1,0,"Unknown",0,"Rent",6,26,5,7,19,oracle.sql.STRUCT@de472a,"IN","guest1585"
4272,"Nieves","Dario","5601 Bridge St Ste 504","76112",80307,"Fort Worth",1118,"Texas",102,"United States",11,"North America",77,-1,124,"High School","Dario.Nieves@oraclemail.com","","Male",1,28691,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"Own",10,21,,12,2,oracle.sql.STRUCT@782f5747,"US","guest4545"
4273,"Parker","Tia","5000 Quorum Drive Suite 111","75240",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",77,-1,117,"LessThanHS","Tia.Parker@oraclemail.com","","Female",2,35692,"B: 30,000 - 49,999",0,"Business",0,"M",0,1,0,"Unknown",0,"Rent",10,15,,7,7,oracle.sql.STRUCT@7b5a0ddd,"US",""
4274,"Schoencher","Verna","","",97699,"Manvers",1168,"Ontario",161,"Canada",11,"North America",63,4,256,"High School","Verna.Schoencher@oraclemail.com","Yes","Female",2,69284,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,3,3,5,8,oracle.sql.STRUCT@32f4aa07,"CA","guest2095"
4275,"Koh","Hsien-Feng","","",70624,"Yafang",1032,"Zhejiang",151,"China",16,"Asia",29,2,653,"High School","Hsien-Feng.Koh@oraclemail.com","No","Male",4,50818,"C: 50,000 - 69,999",1,"Professional",1,"M",0,2,0,"Other",0,"Rent",3,7,2,2,2,oracle.sql.STRUCT@40e15c64,"CN","guest3822"
4276,"Moratti","Bahupatu","PIAZZA GIOVANNI AMENDOLA","22100",63750,"COMO",1146,"",153,"Italy",14,"Europe",60,4,442,"Masters","Bahupatu.Moratti@oraclemail.com","No","Male",2,69270,"C: 50,000 - 69,999",0,"Services",0,"S",100000,1,1,"Unknown",0,"Own",9,20,20,11,10,oracle.sql.STRUCT@4276be50,"IT","guest1632"
4277,"Kesiraju","Amodini","","",86735,"Panchal",1081,"West Bengal",127,"India",16,"Asia",52,0,271,"Masters","Amodini.Kesiraju@oraclemail.com","","Female",6,27408,"A: Below 30,000",0,"Labor",0,"M",0,2,0,"Unknown",0,"Rent",7,21,,5,19,oracle.sql.STRUCT@69697726,"IN","guest2982"
4278,"Hamada","Arina","","",15855,"Muchava",1177,"Maputo",141,"Mozambique",15,"Africa",76,-1,55,"High School","Arina.Hamada@oraclemail.com","","Female",2,14939,"A: Below 30,000",0,"Professional",0,"M",0,1,0,"Unknown",0,"Rent",10,55,,1,1,oracle.sql.STRUCT@7e5a5c9e,"MZ","guest3893"
4279,"Xiang","Yi-Ku","","",12567,"Anjiazhuang",1163,"Beijing",151,"China",16,"Asia",72,-1,145,"Masters","Yi-Ku.Xiang@oraclemail.com","","Female",1,53826,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Own",10,12,,13,3,oracle.sql.STRUCT@34922d4d,"CN","guest4489"
4280,"Owen","Marquita","3535 West Foster","60625-5598",83866,"Chicago",1049,"Illinois",102,"United States",11,"North America",78,-1,89,"Associates","Marquita.Owen@oraclemail.com","","Female",2,13223,"A: Below 30,000",0,"Skilled",0,"M",0,1,0,"Unknown",0,"Rent",10,49,,15,5,oracle.sql.STRUCT@436181b1,"US","guest3510"
4281,"Unknown","Garnet","AVENUE DES ALOUETTES","71300",23762,"MONTCEAU-LES-MINES",1002,"",160,"France",14,"Europe",79,-1,2,"Associates","Garnet.Unknown@oraclemail.com","","Male",2,74653,"D: 70,000 - 89,999",0,"Professional",0,"M",0,1,0,"Cat",0,"Own",10,14,,19,9,oracle.sql.STRUCT@61130ebc,"FR","guest3907"
4282,"Bohringer","Fritz","BERNSTORFFSTRASSE","13507",102764,"TEGEL",1023,"",159,"Germany",14,"Europe",77,-1,98,"Doctorate","Fritz.Bohringer@oraclemail.com","","Male",2,75111,"D: 70,000 - 89,999",0,"Skilled",0,"M",0,1,0,"Unknown",0,"Own",10,57,,5,5,oracle.sql.STRUCT@4d0110ac,"DE","guest4716"
4283,"Fa","Ts'Ui-Fang","","",105749,"Baozixie",1087,"Hubei",151,"China",16,"Asia",80,-1,186,"Bachelors","Ts'Ui-Fang.Fa@oraclemail.com","","Female",1,55793,"C: 50,000 - 69,999",0,"Skilled",0,"S",0,1,0,"Other",0,"Own",10,1,,20,10,oracle.sql.STRUCT@68dcb404,"CN","guest3138"
4284,"Hanfman","Isis","","",63010,"Husayn al `Ali al Falah",1170,"Tel Aviv",132,"Israel",16,"Asia",72,-1,96,"Bachelors","Isis.Hanfman@oraclemail.com","","Female",2,64544,"C: 50,000 - 69,999",0,"Sales",0,"M",0,2,0,"Other",0,"Own",10,18,,4,4,oracle.sql.STRUCT@277fcca7,"IL","guest4195"
4285,"Makhija","Satyam","","",104235,"Sandampet",1085,"Andhra Pradesh",127,"India",16,"Asia",75,-1,84,"LessThanHS","Satyam.Makhija@oraclemail.com","","Female",1,28621,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",10,41,,7,7,oracle.sql.STRUCT@5ee0401a,"IN","guest3976"
4286,"Wheeler","Ajwani","","",14042,"Kangkar Lanjut",1024,"Singapore",113,"Singapore",16,"Asia",71,10,46,"High School","Ajwani.Wheeler@oraclemail.com","No","Female",1,3009,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Dog",0,"Own",10,8,4,14,4,oracle.sql.STRUCT@1ba1af1a,"SG","guest3595"
4287,"Manetti","Sinerik","66 VIA VITTORIO VENETO","89121",26800,"REGGIO DI CALABRIA",1089,"",153,"Italy",14,"Europe",74,-1,130,"Masters","Sinerik.Manetti@oraclemail.com","","Male",2,112072,"F: 110,000 - 129,999",0,"Business",0,"M",0,2,0,"Dog",0,"Own",10,40,,18,35,oracle.sql.STRUCT@16d044fe,"IT","guest3827"
4288,"Gaebler","Huai-Yi","","",63010,"Husayn al `Ali al Falah",1170,"Tel Aviv",132,"Israel",16,"Asia",75,-1,34,"Masters","Huai-Yi.Gaebler@oraclemail.com","","Male",2,91006,"E: 90,000 - 109,999",0,"Professional",0,"M",0,1,0,"Cat",0,"Own",10,52,,11,1,oracle.sql.STRUCT@4f13a877,"IL","guest3020"
4289,"Landwerlen","Marva","12 ANTONY ROAD","PL11 2",52414,"TORPOINT",1113,"",129,"United Kingdom",14,"Europe",71,-1,65,"Doctorate","Marva.Landwerlen@oraclemail.com","","Female",1,47081,"B: 30,000 - 49,999",0,"Professional",0,"S",0,1,0,"Other",0,"Own",10,7,,16,6,oracle.sql.STRUCT@132fc11f,"GB","guest3315"
4290,"Naseer","Sharath","","",70108,"Maurawan",1007,"Uttar Pradesh",127,"India",16,"Asia",74,-1,81,"Bachelors","Sharath.Naseer@oraclemail.com","","Female",1,28910,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"Own",10,24,,8,8,oracle.sql.STRUCT@5e0651f,"IN","guest4734"
4291,"Prasad","Muirne","","",68352,"La Horqueta",1025,"Capital District",162,"Venezuela",13,"South America",78,-1,165,"Bachelors","Muirne.Prasad@oraclemail.com","","Female",2,89757,"D: 70,000 - 89,999",0,"Professional",0,"M",0,1,0,"Cat",0,"Own",10,27,,11,1,oracle.sql.STRUCT@118326e9,"VE","guest3693"
4292,"Welter","Lorenz","13 PRINZENSTRASSE","80639",95230,"M¿¿CHEN",1023,"",159,"Germany",14,"Europe",75,-1,172,"Masters","Lorenz.Welter@oraclemail.com","","Male",1,66606,"C: 50,000 - 69,999",0,"Sales",0,"S",0,1,0,"Cat",0,"Own",10,37,,11,1,oracle.sql.STRUCT@438174be,"DE","guest4393"
4293,"Storegaard","Marmion","","",28447,"Simango",1177,"Maputo",141,"Mozambique",15,"Africa",76,-1,116,"Associates","Marmion.Storegaard@oraclemail.com","","Male",1,24791,"A: Below 30,000",0,"Clerical",0,"S",0,1,0,"Other",0,"Own",10,27,,4,4,oracle.sql.STRUCT@2ecb72e8,"MZ","guest3370"
4294,"Phan","Hai-Feng","","",27812,"Shikou",1173,"Shandong",151,"China",16,"Asia",80,-1,38,"Doctorate","Hai-Feng.Phan@oraclemail.com","","Male",2,57114,"C: 50,000 - 69,999",0,"Professional",0,"M",0,2,0,"Other",0,"Own",10,12,,8,8,oracle.sql.STRUCT@280532b3,"CN","guest4495"
4295,"Solomon","Alma","3300 Civic Center Dr N","90503",10755,"Torrance",1134,"California",102,"United States",11,"North America",78,-1,131,"Doctorate","Alma.Solomon@oraclemail.com","","Female",1,108435,"E: 90,000 - 109,999",0,"Professional",0,"S",0,1,0,"Unknown",0,"Own",10,18,,13,3,oracle.sql.STRUCT@2039fd34,"US","guest2473"
